time,rain,lat,lon
2020-07-02,45.42609024047852,30.0,78.0
2020-07-03,3.125208616256714,30.0,78.0
2020-07-04,2.6811580657958984,30.0,78.0
2020-07-05,35.83061218261719,30.0,78.0
2020-07-06,2.5810534954071045,30.0,78.0
2020-07-07,5.112054824829102,30.0,78.0
2020-07-08,54.05011367797852,30.0,78.0
2020-07-09,6.785451889038086,30.0,78.0
2020-07-10,1.3209702968597412,30.0,78.0
2020-07-11,26.961545944213867,30.0,78.0
2020-07-12,13.863407135009766,30.0,78.0
2020-07-13,0.889626145362854,30.0,78.0
2020-07-14,1.8857377767562864,30.0,78.0
2020-07-15,4.4496750831604,30.0,78.0
2020-07-16,4.293628692626953,30.0,78.0
2020-07-17,5.373582363128662,30.0,78.0
2020-07-18,0.0,30.0,78.0
2020-07-19,0.8331930041313171,30.0,78.0
2020-07-20,1.4676064252853394,30.0,78.0
2020-07-21,77.95203399658203,30.0,78.0
2020-07-22,38.33705139160156,30.0,78.0
2020-07-23,10.76833438873291,30.0,78.0
2020-07-24,1.813151836395264,30.0,78.0
2020-07-25,4.179699420928955,30.0,78.0
2020-07-26,2.5398592948913574,30.0,78.0
2020-07-27,8.918912887573242,30.0,78.0
2020-07-28,78.16641235351562,30.0,78.0
2020-07-29,14.57748794555664,30.0,78.0
2020-07-30,12.295965194702148,30.0,78.0
2020-07-31,1.5224435329437256,30.0,78.0
2020-08-01,108.96778869628906,30.0,78.0
2020-08-02,1.2571585178375244,30.0,78.0
2020-08-03,0.0,30.0,78.0
2020-08-04,4.974668502807617,30.0,78.0
2020-08-05,0.0,30.0,78.0
2020-08-06,0.0,30.0,78.0
2020-08-07,19.63368225097656,30.0,78.0
2020-08-08,0.0,30.0,78.0
2020-08-09,47.67008972167969,30.0,78.0
2020-08-10,20.25429916381836,30.0,78.0
2020-08-11,24.468923568725582,30.0,78.0
2020-08-12,32.49431610107422,30.0,78.0
2020-08-13,7.7043843269348145,30.0,78.0
2020-08-14,2.847999334335327,30.0,78.0
2020-08-15,0.0,30.0,78.0
2020-08-16,24.49434280395508,30.0,78.0
2020-08-17,0.9872878193855286,30.0,78.0
2020-08-18,30.40236473083496,30.0,78.0
2020-08-19,35.990272521972656,30.0,78.0
2020-08-20,7.38184118270874,30.0,78.0
2020-08-21,25.4467830657959,30.0,78.0
2020-08-22,0.2139440476894378,30.0,78.0
2020-08-23,8.171530723571777,30.0,78.0
2020-08-24,0.0,30.0,78.0
2020-08-25,4.121841907501221,30.0,78.0
2020-08-26,13.159400939941406,30.0,78.0
2020-08-27,13.591784477233888,30.0,78.0
2020-08-28,0.567260205745697,30.0,78.0
2020-08-29,1.0427327156066897,30.0,78.0
2020-08-30,3.40500545501709,30.0,78.0
2020-08-31,0.0,30.0,78.0
2020-09-01,0.0,30.0,78.0
2020-09-02,0.6285792589187622,30.0,78.0
2020-09-03,0.0,30.0,78.0
2020-09-04,0.0,30.0,78.0
2020-09-05,0.0,30.0,78.0
2020-09-06,0.30031418800354,30.0,78.0
2020-09-07,39.62044906616211,30.0,78.0
2020-09-08,0.0,30.0,78.0
2020-09-09,6.18760347366333,30.0,78.0
2020-09-10,0.0,30.0,78.0
2020-09-11,0.0,30.0,78.0
2020-09-12,0.0,30.0,78.0
2020-09-13,0.0,30.0,78.0
2020-09-14,3.4074339866638184,30.0,78.0
2020-09-15,0.3503665328025818,30.0,78.0
2020-09-16,0.6285792589187622,30.0,78.0
2020-09-17,0.467155396938324,30.0,78.0
2020-09-18,0.0,30.0,78.0
2020-09-19,0.0,30.0,78.0
2020-09-20,0.0,30.0,78.0
2020-09-21,0.0,30.0,78.0
2020-09-22,0.8342061042785645,30.0,78.0
2020-09-23,1.3599296808242798,30.0,78.0
2020-09-24,19.901294708251957,30.0,78.0
2020-09-25,0.0,30.0,78.0
2020-09-26,0.0,30.0,78.0
2020-09-27,0.0,30.0,78.0
2020-09-28,0.0,30.0,78.0
2020-09-29,0.0,30.0,78.0
2020-09-30,0.0,30.0,78.0
2020-10-01,0.0,30.0,78.0
2020-10-02,0.0,30.0,78.0
2020-10-03,0.0,30.0,78.0
2020-10-04,0.0,30.0,78.0
2020-10-05,0.0,30.0,78.0
2020-10-06,0.0,30.0,78.0
2020-10-07,0.0,30.0,78.0
2020-10-08,0.0,30.0,78.0
2020-10-09,0.0,30.0,78.0
2020-10-10,0.0,30.0,78.0
2020-10-11,0.0,30.0,78.0
2020-10-12,0.0,30.0,78.0
2020-10-13,0.0,30.0,78.0
2020-10-14,0.0,30.0,78.0
2020-10-15,0.0,30.0,78.0
2020-10-16,0.0,30.0,78.0
2020-10-17,0.0,30.0,78.0
2020-10-18,0.0,30.0,78.0
2020-10-19,0.0,30.0,78.0
2020-10-20,0.0,30.0,78.0
2020-10-21,0.0,30.0,78.0
2020-10-22,0.0,30.0,78.0
2020-10-23,0.0,30.0,78.0
2020-10-24,0.0,30.0,78.0
2020-10-25,0.0,30.0,78.0
2020-10-26,0.0,30.0,78.0
2020-10-27,0.0,30.0,78.0
2020-10-28,0.0,30.0,78.0
2020-10-29,0.0,30.0,78.0
2020-10-30,0.0,30.0,78.0
2020-10-31,0.0,30.0,78.0
2020-11-01,0.0,30.0,78.0
2020-11-02,0.0,30.0,78.0
2020-11-03,0.0,30.0,78.0
2020-11-04,0.0,30.0,78.0
2020-11-05,0.0,30.0,78.0
2020-11-06,0.0,30.0,78.0
2020-11-07,0.0,30.0,78.0
2020-11-08,0.0,30.0,78.0
2020-11-09,0.0,30.0,78.0
2020-11-10,0.0,30.0,78.0
2020-11-11,0.0,30.0,78.0
2020-11-12,0.0,30.0,78.0
2020-11-13,0.0,30.0,78.0
2020-11-14,0.0,30.0,78.0
2020-11-15,0.0,30.0,78.0
2020-11-16,14.13094711303711,30.0,78.0
2020-11-17,0.100104734301567,30.0,78.0
2020-11-18,0.0,30.0,78.0
2020-11-19,0.0,30.0,78.0
2020-11-20,0.0,30.0,78.0
2020-11-21,0.0,30.0,78.0
2020-11-22,0.0,30.0,78.0
2020-11-23,0.0,30.0,78.0
2020-11-24,0.0,30.0,78.0
2020-11-25,0.0,30.0,78.0
2020-11-26,0.100104734301567,30.0,78.0
2020-11-27,0.0,30.0,78.0
2020-11-28,0.0,30.0,78.0
2020-11-29,0.0,30.0,78.0
2020-11-30,0.0,30.0,78.0
2020-12-01,0.0,30.0,78.0
2020-12-02,0.0,30.0,78.0
2020-12-03,0.0,30.0,78.0
2020-12-04,0.0,30.0,78.0
2020-12-05,0.0,30.0,78.0
2020-12-06,0.0,30.0,78.0
2020-12-07,0.0,30.0,78.0
2020-12-08,0.0,30.0,78.0
2020-12-09,0.0,30.0,78.0
2020-12-10,0.0,30.0,78.0
2020-12-11,0.0,30.0,78.0
2020-12-12,10.469694137573242,30.0,78.0
2020-12-13,12.728012084960938,30.0,78.0
2020-12-14,0.0,30.0,78.0
2020-12-15,0.0,30.0,78.0
2020-12-16,0.0,30.0,78.0
2020-12-17,0.0,30.0,78.0
2020-12-18,0.0,30.0,78.0
2020-12-19,0.0,30.0,78.0
2020-12-20,0.0,30.0,78.0
2020-12-21,0.0,30.0,78.0
2020-12-22,0.0,30.0,78.0
2020-12-23,0.0,30.0,78.0
2020-12-24,0.0,30.0,78.0
2020-12-25,0.0,30.0,78.0
2020-12-26,0.0,30.0,78.0
2020-12-27,0.0,30.0,78.0
2020-12-28,2.0442216396331787,30.0,78.0
2020-12-29,0.0,30.0,78.0
2020-12-30,0.0,30.0,78.0
2020-12-31,0.0,30.0,78.0
2021-01-01,0.0,30.0,78.0
2021-01-02,0.0,30.0,78.0
2021-01-03,2.6938893795013428,30.0,78.0
2021-01-04,6.572218894958496,30.0,78.0
2021-01-05,0.4326785504817962,30.0,78.0
2021-01-06,9.098454475402832,30.0,78.0
2021-01-07,3.8201122283935542,30.0,78.0
2021-01-08,0.0,30.0,78.0
2021-01-09,0.0,30.0,78.0
2021-01-10,0.0,30.0,78.0
2021-01-11,0.0,30.0,78.0
2021-01-12,0.0,30.0,78.0
2021-01-13,0.0,30.0,78.0
2021-01-14,0.0,30.0,78.0
2021-01-15,0.0,30.0,78.0
2021-01-16,0.0,30.0,78.0
2021-01-17,0.0,30.0,78.0
2021-01-18,0.0,30.0,78.0
2021-01-19,0.0,30.0,78.0
2021-01-20,0.0,30.0,78.0
2021-01-21,0.0,30.0,78.0
2021-01-22,0.0,30.0,78.0
2021-01-23,0.0,30.0,78.0
2021-01-24,0.0,30.0,78.0
2021-01-25,0.0,30.0,78.0
2021-01-26,0.0,30.0,78.0
2021-01-27,0.0,30.0,78.0
2021-01-28,0.0,30.0,78.0
2021-01-29,0.0,30.0,78.0
2021-01-30,0.0,30.0,78.0
2021-01-31,0.0,30.0,78.0
2021-02-01,0.0,30.0,78.0
2021-02-02,0.0,30.0,78.0
2021-02-03,0.0,30.0,78.0
2021-02-04,0.100104734301567,30.0,78.0
2021-02-05,8.468171119689941,30.0,78.0
2021-02-06,0.0,30.0,78.0
2021-02-07,0.0,30.0,78.0
2021-02-08,0.0,30.0,78.0
2021-02-09,0.0,30.0,78.0
2021-02-10,0.0,30.0,78.0
2021-02-11,0.0,30.0,78.0
2021-02-12,0.0,30.0,78.0
2021-02-13,0.0,30.0,78.0
2021-02-14,0.0,30.0,78.0
2021-02-15,0.0,30.0,78.0
2021-02-16,0.0,30.0,78.0
2021-02-17,0.0,30.0,78.0
2021-02-18,0.0,30.0,78.0
2021-02-19,0.0,30.0,78.0
2021-02-20,0.0,30.0,78.0
2021-02-21,0.0,30.0,78.0
2021-02-22,0.0,30.0,78.0
2021-02-23,0.0,30.0,78.0
2021-02-24,0.0,30.0,78.0
2021-02-25,0.0,30.0,78.0
2021-02-26,0.0,30.0,78.0
2021-02-27,0.2002094686031341,30.0,78.0
2021-02-28,0.0,30.0,78.0
2021-03-01,0.0,30.0,78.0
2021-03-02,0.0,30.0,78.0
2021-03-03,0.0,30.0,78.0
2021-03-04,0.0,30.0,78.0
2021-03-05,0.0,30.0,78.0
2021-03-06,0.0,30.0,78.0
2021-03-07,0.0,30.0,78.0
2021-03-08,0.9622616171836852,30.0,78.0
2021-03-09,0.0,30.0,78.0
2021-03-10,0.0,30.0,78.0
2021-03-11,0.0,30.0,78.0
2021-03-12,0.0,30.0,78.0
2021-03-13,0.0,30.0,78.0
